Date,Open,High,Low,Close,AdjClose,Volume
2014-05-01,13.805333,14.577333,11.814667,13.851333,13.851333,2022151500
2014-06-01,13.822000,16.299334,13.283333,16.004000,16.004000,1850440500
2014-07-01,16.164000,16.229334,14.240000,14.886667,14.886667,1619290500
2014-08-01,15.072667,18.133333,15.066667,17.980000,17.980000,1722708000
2014-09-01,18.366667,19.427999,16.007999,16.178667,16.178667,1992724500
2014-10-01,16.146667,17.702667,14.488000,16.113333,16.113333,2280787500
2014-11-01,16.200001,17.332666,15.233333,16.301332,16.301332,1615827000
2014-12-01,16.077333,16.164667,12.843333,14.827333,14.827333,1904193000
2015-01-01,14.858000,14.883333,12.333333,13.573333,13.573333,1353076500
2015-02-01,13.598000,15.032000,12.885333,13.556000,13.556000,1600762500
2015-03-01,13.513333,13.746000,12.093333,12.584667,12.584667,1844851500
2015-04-01,12.580000,15.916667,12.403333,15.070000,15.070000,1484176500
2015-05-01,15.329333,16.858000,14.683333,16.719999,16.719999,1336917000
2015-06-01,16.760668,18.094000,16.378668,17.884001,17.884001,982096500
2015-07-01,18.073999,19.110001,16.719334,17.743334,17.743334,1200915000
2015-08-01,17.752666,18.066668,13.000000,16.604000,16.604000,1728961500
2015-09-01,16.022667,18.104668,15.798000,16.559999,16.559999,1204321500
2015-10-01,16.500668,16.656000,13.466667,13.795333,13.795333,1512180000
2015-11-01,13.928000,15.638667,13.720000,15.350667,15.350667,1177326000
2015-12-01,15.404000,16.242001,14.324667,16.000668,16.000668,897682500
2016-01-01,15.381333,15.425333,12.160667,12.746667,12.746667,1188708000
2016-02-01,12.584000,13.301333,9.403333,12.795333,12.795333,2005587000
2016-03-01,12.950000,15.992000,12.100000,15.318000,15.318000,1543830000
2016-04-01,16.322001,17.955999,15.550000,16.050667,16.050667,2032609500
2016-05-01,16.100000,16.212667,13.577333,14.882000,14.882000,1549612500
2016-06-01,14.765333,16.056667,12.524667,14.152000,14.152000,1825092000
2016-07-01,13.742667,15.685333,13.733333,15.652667,15.652667,1110958500
2016-08-01,15.700000,15.775333,13.910000,14.134000,14.134000,934366500
2016-09-01,13.934000,14.073333,12.896667,13.602000,13.602000,1059478500
2016-10-01,14.153333,14.378000,12.800000,13.182000,13.182000,1381992000
2016-11-01,13.202667,13.290000,11.879333,12.626667,12.626667,1483290000
2016-12-01,12.550000,14.920000,12.000000,14.246000,14.246000,1319901000
2017-01-01,14.324000,17.230667,14.064000,16.795334,16.795334,1510194000
2017-02-01,16.870001,19.159332,16.134001,16.666000,16.666000,1793100000
2017-03-01,16.945333,18.799999,16.185333,18.553333,18.553333,1605529500
2017-04-01,19.126667,20.986668,18.972000,20.938000,20.938000,1754259000
2017-05-01,20.992001,22.859333,19.384001,22.733999,22.733999,2220694500
2017-06-01,22.933332,25.799334,22.280666,24.107332,24.107332,2789266500
2017-07-01,24.682667,24.756666,20.208668,21.564667,21.564667,2724600000
2017-08-01,21.533333,24.666668,20.747999,23.726667,23.726667,2054124000
2017-09-01,23.741333,25.974001,22.360001,22.740000,22.740000,1672690500
2017-10-01,22.834667,24.200001,21.110666,22.101999,22.101999,1845550500
2017-11-01,22.150000,22.174000,19.508667,20.590000,20.590000,2232192000
2017-12-01,20.362667,23.162666,20.000000,20.756666,20.756666,1648270500
2018-01-01,20.799999,24.033333,20.378668,23.620667,23.620667,1864072500
2018-02-01,23.400000,23.999332,19.650667,22.870667,22.870667,1637850000
2018-03-01,23.000668,23.244667,16.547333,17.742001,17.742001,2359027500
2018-04-01,17.084000,20.633333,16.306000,19.593332,19.593332,2854662000
2018-05-01,19.567333,20.865999,18.228001,18.982000,18.982000,2333671500
2018-06-01,19.057333,24.915333,18.922667,22.863333,22.863333,3201376500
2018-07-01,24.004667,24.318666,19.075333,19.875999,19.875999,2584923000
2018-08-01,19.865999,25.830667,19.213333,20.110666,20.110666,4160403000
2018-09-01,19.796000,20.997334,16.816668,17.651333,17.651333,2941131000
2018-10-01,20.384666,23.143999,16.518000,22.488001,22.488001,4295410500
2018-11-01,22.550667,24.450001,21.666668,23.365334,23.365334,1995286500
2018-12-01,24.000000,25.299334,19.606001,22.186666,22.186666,2196768000
2019-01-01,20.406668,23.466667,18.618668,20.468000,20.468000,2634781500
2019-02-01,20.361334,21.615999,19.251333,21.325333,21.325333,1928251500
2019-03-01,20.462667,20.475332,16.964001,18.657333,18.657333,3206902500
2019-04-01,18.841333,19.744667,15.408667,15.912667,15.912667,3461209500
2019-05-01,15.923333,17.223333,12.273333,12.344000,12.344000,4238982000
2019-06-01,12.367333,15.649333,11.799333,14.897333,14.897333,3224559000
2019-07-01,15.347333,17.738001,14.814667,16.107332,16.107332,2990050500
2019-08-01,16.176666,16.300667,14.066667,15.040667,15.040667,2006859000
2019-09-01,14.938667,16.900000,14.557333,16.058001,16.058001,2036629500
2019-10-01,16.100000,22.722668,14.952000,20.994667,20.994667,3419739000
2019-11-01,21.087999,24.080000,20.617332,21.996000,21.996000,2366562000
2019-12-01,21.959999,29.020666,21.816668,27.888666,27.888666,3106200000
2020-01-01,28.299999,43.533333,28.114000,43.371334,43.371334,6108277500
2020-02-01,44.912666,64.599335,40.768002,44.532665,44.532665,7088802000
2020-03-01,47.417332,53.798668,23.367332,34.933334,34.933334,6314025000
2020-04-01,33.599998,57.987999,29.760000,52.125332,52.125332,5722162500
2020-05-01,50.333332,56.219334,45.535999,55.666668,55.666668,4090554000
2020-06-01,57.200001,72.512665,56.939999,71.987335,71.987335,3836590500
2020-07-01,72.199997,119.666000,72.033333,95.384003,95.384003,5679502500
2020-08-01,96.613335,166.713333,91.000000,166.106674,166.106674,4672135200
2020-09-01,167.380005,167.496674,109.959999,143.003326,143.003326,5208854400
2020-10-01,146.919998,155.300003,126.370003,129.346664,129.346664,2500999200
2020-11-01,131.333328,202.600006,130.766663,189.199997,189.199997,2347796400
2020-12-01,199.196671,239.573334,180.403336,235.223328,235.223328,3589038000
2021-01-01,239.820007,300.133331,239.063339,264.510010,264.510010,2117084400
2021-02-01,271.429993,293.500000,206.333328,225.166672,225.166672,1568573700
2021-03-01,230.036667,240.369995,179.830002,222.643326,222.643326,2827357200
2021-04-01,229.456665,260.263336,219.806671,236.479996,236.479996,2035619100
2021-05-01,234.600006,235.333328,182.326660,208.406662,208.406662,1875527400
2021-06-01,209.266663,232.539993,190.406662,226.566666,226.566666,1559765700
2021-07-01,227.973328,233.333328,206.820007,229.066666,229.066666,1345349400
2021-08-01,233.333328,246.796661,216.279999,245.240005,245.240005,1143974700
2021-09-01,244.693329,266.333344,236.283340,258.493347,258.493347,1170513900
2021-10-01,259.466675,371.736664,254.529999,371.333344,371.333344,1586803800
2021-11-01,381.666656,414.496674,326.200012,381.586670,381.586670,1947334500
2021-12-01,386.899994,390.946655,295.373322,352.260010,352.260010,1530167700
2022-01-01,382.583344,402.666656,264.003326,312.239990,312.239990,1916006400
2022-02-01,311.736664,315.923340,233.333328,290.143341,290.143341,1391126700
2022-03-01,289.893341,371.589996,252.013336,359.200012,359.200012,1729272900
2022-04-01,360.383331,384.290009,273.899994,290.253326,290.253326,1520959800
2022-05-01,286.923340,318.500000,206.856674,252.753326,252.753326,1948221600
2022-06-01,251.720001,264.209991,208.693329,224.473328,224.473328,2011227900
2022-07-01,227.000000,298.320007,216.166672,297.149994,297.149994,1744884000
2022-08-01,301.276672,314.666656,271.809998,275.609985,275.609985,1695263200
2022-09-01,272.579987,313.799988,262.470001,265.250000,265.250000,1299271000
2022-10-01,254.500000,257.500000,198.589996,227.539993,227.539993,1735263100
2022-11-01,234.050003,237.399994,166.190002,194.699997,194.699997,1885275300
2022-12-01,197.080002,198.919998,108.239998,123.180000,123.180000,2944247700
2023-01-01,118.470001,180.679993,101.809998,173.220001,173.220001,3897499400
2023-02-01,173.889999,217.649994,169.929993,205.710007,205.710007,3624845100
2023-03-01,206.210007,207.789993,163.910004,207.460007,207.460007,3311619900
2023-04-01,199.910004,202.690002,152.369995,164.309998,164.309998,2505176300
2023-05-01,163.169998,204.479996,158.830002,203.929993,203.929993,2681994800
2023-06-01,202.589996,276.989990,199.369995,261.769989,261.769989,3440477900
2023-07-01,276.489990,299.290009,254.119995,267.429993,267.429993,2392089000
2023-08-01,266.260010,266.470001,212.360001,258.079987,258.079987,2501580900
2023-09-01,257.260010,278.980011,234.580002,250.220001,250.220001,2439306100
2023-10-01,244.809998,263.600006,242.619995,260.529999,260.529999,592623500
2023-10-06,253.979996,261.648590,250.649994,260.529999,260.529999,117826286
